Τίτλος,Συγγραφέας,Τιμή,Αρχική τιμή,url
Ο καλός υπηρέτης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ποσάδας, Κάρμεν Ντε",6.93,17.32,https://www.protoporia.gr/o-kalos-upiretis-metaxeirismeno.html
Αρχές της οικονομικής Ι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Mankiw, Gregory N.",30.00,48.00,https://www.protoporia.gr/mankiw-gregory-n.-arxes-tis-oikonomikis-i-metaxeirismeno-2229604020056.html
Πρέπει να λέμε όχι στα παιδιά μας; ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,8.50,,https://www.protoporia.gr/prepei-na-leme-oxi-sta-paidia-mas-metaxeirismeno-2220003240892.html
Εκείνοι Τότε ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ροδοπούλου, Σούλα",3.83,7.65,https://www.protoporia.gr/rodopoulou-soula-ekeinoi-tote-metaxeirismeno-2229602150137.html
1619 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κοκογιάς, Τάσος",4.26,8.52,https://www.protoporia.gr/kokogias-tasos-1619-metaxeirismeno-2229603743185.html
Η κυρία Κούλα-ΠΑΛΙΟΣ- ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κουμανταρέας, Μένης",2.50,10.20,https://www.protoporia.gr/koumantareas-menis-i-kuria-koula-palios-metaxeirismeno-2229600400302.html
ΤΟ ΤΡΙΤΟ ΜΑΤΙ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ράμπα, Λόμπσανγκ",2.50,,https://www.protoporia.gr/rampa-lompsangk-to-trito-mati-metaxeirismeno-2220001140019.html
THE TRAMPET OF CONSCIENCE ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Luther, Martin",3.00,10.00,https://www.protoporia.gr/luther-martin-the-trampet-of-conscience-metaxeirismeno-2220807001705.html
Τα μυστήρια του κόσμου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κλαρκ, Άρθουρ",5.83,11.66,https://www.protoporia.gr/klark-arthour-ta-mustiria-tou-kosmou-metaxeirismeno-2229603828479.html
Η δημιουργικότητα είναι επιλογή ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,8.30,16.60,https://www.protoporia.gr/i-dimiourgikotita-einai-epilogi-metaxeirismeno-2229606454002.html
Η τελευταία μονομαχία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,7.90,20.00,https://www.protoporia.gr/i-teleutaia-monomaxia-metaxeirismeno-2226188403282.html
Όλα για την υγεία (Α τόμος) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Komaroff, Anthony",10.00,45.00,https://www.protoporia.gr/komaroff-anthony-ola-gia-tin-ugeia-a-tomos-metaxeirismeno-2229608069211.html
Γενικά Μαθηματικά. Απειροστικός Λογισμός Ι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γιωτόπουλος, Σταύρος",7.50,49.82,https://www.protoporia.gr/giotopoulos-stauros-genika-mathimatika.-apeirostikos-logismos-i-metaxeirismeno-2229602662487.html
Εφορεία - Κοκός ο εφορειακός ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ζαραμπούκα, Σοφία",2.00,7.90,https://www.protoporia.gr/zarampouka-sofia-eforeia-kokos-o-eforeiakos-metaxeirismeno-2229603607449.html
Το νησί που διηγείται ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.00,16.55,https://www.protoporia.gr/to-nisi-pou-diigeitai-metaxeirismeno-2229608843378.html
Η πάνω μεριά του κόσμου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,4.90,12.17,https://www.protoporia.gr/i-pano-meria-tou-kosmou-metaxeirismeno-2229605271556.html
Σαμποτάζ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,8.00,12.59,https://www.protoporia.gr/sampotaz-metaxeirismeno-2229600517581.html
Η ιστορία της Βυζαντινής Αυτοκρατορίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,9.95,18.09,https://www.protoporia.gr/i-istoria-tis-vuzantinis-autokratorias-metaxeirismeno-2229602280094.html
Ο Αυτοκράτωρ της Κίνας και άλλες ιστορίες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σκαρίμπας, Γιάννης",8.40,12.00,https://www.protoporia.gr/skarimpas-giannis-o-autokrator-tis-kinas-kai-alles-istories-metaxeirismeno-2229604995385.html
Ο ήλιος του θανάτου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πρεβελάκης, Παντελής",8.00,16.30,https://www.protoporia.gr/prevelakis-pantelis-o-ilios-tou-thanatou-metaxeirismeno-2229600500842.html
Ο Τσάρλι και ο μεγάλος γυάλινος ανελκυστήρας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Νταλ, Ρόαλντ",4.35,8.70,https://www.protoporia.gr/ntal-roalnt-o-tsarli-kai-o-megalos-gualinos-anelkustiras-metaxeirismeno-373016.html
Περί τριών απατεώνων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Βαρόνος του Χόλμπαχ,4.00,12.78,https://www.protoporia.gr/varonos-tou-xolmpax-peri-trion-apateonon-metaxeirismeno-629786.html
Χωρίς εαυτό ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ζησάκη, Κατερίνα",2.50,8.90,https://www.protoporia.gr/zisaki-katerina-xoris-eauto-metaxeirismeno-632503.html
"Ομέρο, ο κρυφός γιος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Μαρκογιαννάκης, Χρήστος",13.16,18.80,https://www.protoporia.gr/markogiannakis-xristos-omero-o-krufos-gios-metaxeirismeno-2226180160534.html
"Είσαι δικός μου, εσύ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Ντε Λούκα, Έρρι",3.60,10.00,https://www.protoporia.gr/nte-louka-erri-eisai-dikos-mou-esu-metaxeirismeno-2226188291308.html
Χαμένοι στο μουσείο μαθηματικών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Άνταμς, Κόλιν",14.35,20.50,https://www.protoporia.gr/antams-kolin-xamenoi-sto-mouseio-mathimatikon-metaxeirismeno-2226185061430.html
Τερέζ η φιλόσοφος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Ανώνυμος,1.00,1.97,https://www.protoporia.gr/terez-i-filosofos-metaxeirismeno.html
Η Ελληνικότητα των αρχαίων Μακεδόνων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χατζιδάκις, Γεώργιος",10.00,14.91,https://www.protoporia.gr/xatzidakis-georgios-i-ellinikotita-ton-arxaion-makedonon-metaxeirismeno-551965.html
Πρελούδιο θανάτου (Pocket) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Dahl, Arne",6.50,7.70,https://www.protoporia.gr/dahl-arne-preloudio-thanatou-pocket-metaxeirismeno-554665.html
Στο υπερώο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κάφκα, Φραντς",5.00,9.02,https://www.protoporia.gr/kafka-frants-sto-uperoo-metaxeirismeno-357063.html
Ξεκαρδιστικές Ιστορίες 5 Η μούμια χωρίς όνομα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Στίλτον, Τζερόνιμο",3.20,7.70,https://www.protoporia.gr/stilton-tzeronimo-ksekardistikes-istories-5-i-moumia-xoris-onoma-metaxeirismeno-466197.html
Η αρχαιογνωσία του Οδυσσέα Ελύτη και άλλες νεοελληνικές δοκιμές ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ιακώβ, Δανιήλ",5.00,12.78,https://www.protoporia.gr/iakov-daniil-i-arxaiognosia-tou-odussea-eluti-kai-alles-neoellinikes-dokimes-metaxeirismeno-579089.html
Ακόμη σου χρωστάμε Νίκο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μωραΐτης, Μάκης",15.00,19.17,https://www.protoporia.gr/moraitis-makis-akomi-sou-xrostame-niko-metaxeirismeno-581391.html
Ο ταξιδιώτης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γονατάς, Επαμεινώνδας",6.00,6.36,https://www.protoporia.gr/gonatas-epameinondas-o-taksidiotis-metaxeirismeno-581719.html
Ο Εθνικός διχασμός και η κορύφωσή του. Η Δίκη των «Έξι» ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Διαμαντόπουλος, Θανάσης",8.50,15.50,https://www.protoporia.gr/diamantopoulos-thanasis-o-ethnikos-dixasmos-kai-i-korufosi-tou.-i-diki-ton-eksi-metaxeirismeno-595024.html
"""... της μεγάλης ταύτης ιδέας..."": Όψεις της εθνικής ιδεολογίας 1770-1854 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Καραφουλίδου, Βίκυ",7.90,20.00,https://www.protoporia.gr/karafoulidou-viku-...-tis-megalis-tautis-ideas...-opseis-tis-ethnikis-ideologias-1770-1854-metaxeirismeno-598734.html
Φωτεινές διαφάνειες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ο' Μπράιαν, Έντνα",4.00,9.50,https://www.protoporia.gr/o-mpraian-entna-foteines-diafaneies-metaxeirismeno-351831.html
Η Θιβετανική βίβλος της μεγάλης απελευθέρωσης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Sambhava, Padma",4.40,11.00,https://www.protoporia.gr/sambhava-padma-i-thivetaniki-vivlos-tis-megalis-apeleutherosis-metaxeirismeno-2226185608130.html
ΙΕΡΟΣ ΝΑΟΣ ΑΓΙΟΥ ΜΗΝΑ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,45.00,,https://www.protoporia.gr/ieros-naos-agiou-mina-metaxeirismeno-2229609019925.html
ΕΝΑ ΛΕΥΚΟ ΤΡΙΑΝΤΑΦΥΛΛΟ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κιούρτσογλου, Νατάσα",1.50,2.00,https://www.protoporia.gr/kiourtsoglou-natasa-ena-leuko-triantafullo-metaxeirismeno-2220001106602.html
Ο μικρός γιαλός ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χατζημιχάλη, Έρση",2.90,5.00,https://www.protoporia.gr/xatzimixali-ersi-o-mikros-gialos-metaxeirismeno-2220002350875.html
Νύχτες στην Τυνησία. Το όνειρο ενός τέρατος. Το παιχνίδι των λυγμών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τζόρνταν, Νηλ",7.34,14.68,https://www.protoporia.gr/tzorntan-nil-nuxtes-stin-tunisia.-to-oneiro-enos-teratos.-to-paixnidi-ton-lugmon-metaxeirismeno-2229600411353.html
"Αχ, αυτά τ' αγόρια... ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Θεοδώρου, Ντορίτα",4.50,12.23,https://www.protoporia.gr/theodorou-ntorita-ax-auta-t-agoria...-metaxeirismeno-2229601415688.html
Δραπετεύοντας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,8.00,15.99,https://www.protoporia.gr/drapeteuontas-metaxeirismeno-2220003961070.html
Η οικονομία δεν είναι προνόμιο των οικονομολόγων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κόκκινος, Σπύρος",12.00,20.00,https://www.protoporia.gr/kokkinos-spuros-i-oikonomia-den-einai-pronomio-ton-oikonomologon-metaxeirismeno-2220008519450.html
Γραφής αποτυπώματα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.60,8.00,https://www.protoporia.gr/grafis-apotupomata-metaxeirismeno-2229605644497.html
ΣΗΜΕΙΟ ΑΦΗΣ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,1.80,10.00,https://www.protoporia.gr/simeio-afis-metaxeirismeno-2229608411007.html
Ψυχολογία και αστρολογία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Hamaker-Zondag, Karen",9.60,16.00,https://www.protoporia.gr/psuxologia-kai-astrologia-metaxeirismeno.html
Ο ταχυδρόμος χτυπάει πάντα δυο φορές ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,4.00,8.80,https://www.protoporia.gr/o-taxudromos-xtupaei-panta-duo-fores-metaxeirismeno-2226180314135.html
"Οδοιπορικό. Σμύρνη, Ιούνιος 1920 - Νικομήδεια, Ιανουάριος 1921 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Κεφαλογιάννης, Δημήτριος",8.17,16.33,https://www.protoporia.gr/kefalogiannis-dimitrios-odoiporiko.-smurni-iounios-1920-nikomideia-ianouarios-1921-metaxeirismeno-2229600511748.html
ΘΕΩΡΙΕΣ ΣΥΝΩΜΟΣΙΑΣ  ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,4.00,10.00,https://www.protoporia.gr/theories-sunomosias-metaxeirismeno.html
ΠΟΥ ΟΔΗΓΕΙ Η ΓΕΡΜΑΝΙΑ ΤΗΝ ΕΛΛΑΔΑ ΚΑΙ ΤΗΝ ΕΥΡΩΠΗ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,9.00,10.00,https://www.protoporia.gr/pou-odigei-i-germania-tin-ellada-kai-tin-europi-metaxeirismeno-2229605038913.html
ΜΝΗΜΕΣ ΚΑΙ ΙΣΤΟΡΙΕΣ ΑΠΟ ΤΗΝ ΑΙΓΥΠΤΟ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,4.00,10.00,https://www.protoporia.gr/mnimes-kai-istories-apo-tin-aigupto-metaxeirismeno-2220008520197.html
Διεπιστημονικές προσεγγίσεις στη μουσειακή αγωγή ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,7.08,17.70,https://www.protoporia.gr/diepistimonikes-proseggiseis-sti-mouseiaki-agogi-metaxeirismeno-2229603753108.html
Λιβάδια από ασφοδίλι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Δανέλλης, Βασίλης",3.00,9.59,https://www.protoporia.gr/livadia-apo-asfodili-metaxeirismeno.html
Θησαυροφυλάκιο μυστικών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,15.00,36.68,https://www.protoporia.gr/thisaurofulakio-mustikon-metaxeirismeno-2220004301790.html
Πρόγευμα με τον Πούσκιν ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Hansen, Dagmar",5.00,10.20,https://www.protoporia.gr/hansen-dagmar-progeuma-me-ton-pouskin-metaxeirismeno-2229604120374.html
ΠΑΙΔΙΚΑ ΔΙΗΓΗΜΑΤΑ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαδιαμάντης, Αλέξανδρος",5.00,10.00,https://www.protoporia.gr/papadiamantis-aleksandros-paidika-diigimata-metaxeirismeno-2229609696003.html
Δε μου αρέσει το γάλα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.30,6.60,https://www.protoporia.gr/de-mou-aresei-to-gala-metaxeirismeno-2229602748808.html
Τρόφιμα και καταναλωτής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.00,15.28,https://www.protoporia.gr/trofima-kai-katanalotis-metaxeirismeno-2229608458152.html
Ο αόρατος άνθρωπος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γουέλς, Χέρμπερτ Τζώρτζ",5.00,8.66,https://www.protoporia.gr/gouels-xermpert-tzortz-o-aoratos-anthropos-metaxeirismeno-2229602616473.html
Η ΦΟΝΙΣΣΑ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαδιαμάντης, Αλέξανδρος",3.00,10.00,https://www.protoporia.gr/i-fonissa-metaxeirismeno.html
Η επανεμφάνισις του Χριστού ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπέιλη, Αλίκη",5.00,16.00,https://www.protoporia.gr/i-epanemfanisis-tou-xristou-metaxeirismeno.html
Divan del tamarit ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λόρκα, Φεντερίκο Γκαρθία",8.00,,https://www.protoporia.gr/lorka-fenteriko-gkarthia-divan-del-tamarit-metaxeirismeno-2229607956550.html
Η φόνισσα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαδιαμάντης, Αλέξανδρος",2.00,5.14,https://www.protoporia.gr/i-fonissa-metaxeirismeno-el.html
Ασκήσεις χρηματοοικονομικής λογιστικής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βασιλάτου-Θανοπούλου, Έλλη",10.00,28.74,https://www.protoporia.gr/vasilatou-thanopoulou-elli-askiseis-xrimatooikonomikis-logistikis-metaxeirismeno-2229608249026.html
Ο γορίλας και τα πρωτεύοντα θηλαστικά ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πράντο, Έντο",1.00,9.90,https://www.protoporia.gr/pranto-ento-o-gorilas-kai-ta-proteuonta-thilastika-metaxeirismeno-2229609833798.html
Εκεί που τελειώνει ο ουρανός ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.67,6.12,https://www.protoporia.gr/ekei-pou-teleionei-o-ouranos-metaxeirismeno-2229608151176.html
Ο λόφος με τα κρυμμένα μυστικά ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βαλαβάνης, Πάνος Δ.",7.50,15.00,https://www.protoporia.gr/valavanis-panos-d.-o-lofos-me-ta-krummena-mustika-metaxeirismeno-2220003281130.html
Η κούκλα της Λιλίκας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.60,12.00,https://www.protoporia.gr/i-koukla-tis-lilikas-metaxeirismeno-2229603021986.html
Γη - Θαυμαστός κόσμος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.00,8.96,https://www.protoporia.gr/gi-thaumastos-kosmos-metaxeirismeno-2229601606192.html
Εγώ και... η βαλίτσα μου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,8.25,16.50,https://www.protoporia.gr/ego-kai...-i-valitsa-mou-metaxeirismeno-2229604108853.html
Δίδυμα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παναγιωτίδου-Πράπα, Αγγέλικα",5.80,14.50,https://www.protoporia.gr/panagiotidou-prapa-aggelika-diduma-metaxeirismeno-2229606991279.html
Ημερολόγιον της πολιορκίας του Μεσολογγίου 1825-1826 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Meyer, Johann- Jacob",10.00,20.00,https://www.protoporia.gr/meyer-johann-jacob-imerologion-tis-poliorkias-tou-mesologgiou-1825-1826-metaxeirismeno-2229608351880.html
Ο ευσυνείδητος Υδροχόος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Haddenbach, Georg",2.81,4.68,https://www.protoporia.gr/haddenbach-georg-o-eusuneiditos-udroxoos-metaxeirismeno-2220007544149.html
Λόγια της πλώρης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καρκαβίτσας, Ανδρέας",3.50,5.31,https://www.protoporia.gr/karkavitsas-andreas-logia-tis-ploris-metaxeirismeno-2220002100036.html
Ιεροί λόγοι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,6.00,20.00,https://www.protoporia.gr/ieroi-logoi-metaxeirismeno-2229603259662.html
Ντεπό ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σκαμπαρδώνης, Γιώργος",4.70,13.30,https://www.protoporia.gr/skampardonis-giorgos-ntepo-metaxeirismeno-2229601669098.html
Ιούλιος Καίσαρας- Γαλατικός Πόλεμος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καίσαρ, Γάιος Ιούλιος",20.23,28.90,https://www.protoporia.gr/kaisar-gaios-ioulios-ioulios-kaisaras-galatikos-polemos-metaxeirismeno-2226185887023.html
Αφορισμοί ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Ιπποκράτης,6.50,17.04,https://www.protoporia.gr/ippokratis-aforismoi-metaxeirismeno-2220002690698.html
Κατανοώντας τον άνθρωπο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Montanaro, Silvana",9.90,17.00,https://www.protoporia.gr/montanaro-silvana-katanoontas-ton-anthropo-metaxeirismeno-545996.html
Τρία αστυνομικά προβλήματα για τον Αύγουστο Ντυπέν ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πόε, Έντγκαρ Αλαν",10.00,14.91,https://www.protoporia.gr/poe-entgkar-alan-tria-astunomika-provlimata-gia-ton-augousto-ntupen-metaxeirismeno-472627.html
Δεσποινίς ντε Σκιντερί ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χόφμαν, Ε. Τ. Α.",2.00,10.00,https://www.protoporia.gr/xofman-e.-t.-a.-despoinis-nte-skinteri-metaxeirismeno-423898.html
"Ο μικρός Νικόλας διασκεδάζει ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ Goscinny, Re","Γκοσινί, Ρενέ",3.00,16.58,https://www.protoporia.gr/gkosini-rene-o-mikros-nikolas-diaskedazei-metaxeirismeno-goscinny-re-593510.html
Ο Ιεροφάντης της μουσικής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Trotter, William",25.00,29.78,https://www.protoporia.gr/trotter-william-o-ierofantis-tis-mousikis-metaxeirismeno-2229607563291.html
Άτλας των επιστημών- Οικολογία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,2.95,,https://www.protoporia.gr/atlas-ton-epistimon-oikologia-metaxeirismeno-2229604750489.html
ΓΕΡΩΝ ΒΑΣΙΛΕΙΟΣ ΚΑΥΣΟΚΑΛΥΒΙΤΗΣ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,2.00,10.00,https://www.protoporia.gr/geron-vasileios-kausokaluvitis-metaxeirismeno-2226185148933.html
Ποιητικές συλλογές 1954-2000 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φωκάς, Νίκος",16.00,22.00,https://www.protoporia.gr/fokas-nikos-poiitikes-sulloges-1954-2000-metaxeirismeno-2229601700944.html
Η τέχνη της ανάλαφρης ζωής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πουέμπλο, Γιανγκ",12.08,17.25,https://www.protoporia.gr/pouemplo-giangk-i-texni-tis-analafris-zois-metaxeirismeno-2226185914101.html
Εκείνη κι εκείνος (Δεμένο) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λιάο, Τζίμμυ",9.00,22.00,https://www.protoporia.gr/liao-tzimmu-ekeini-ki-ekeinos-demeno-metaxeirismeno-409383.html
Μια υπόθεση για τον Ντετέκτιβ Κλουζ 19: Βρόμικα κόλπα και βρεγμένα πόδια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,4.20,11.00,https://www.protoporia.gr/mia-upothesi-gia-ton-ntetektiv-klouz-19-vromika-kolpa-kai-vregmena-podia-metaxeirismeno-2226180300459.html
Άτλας των επιστημών- Εξέλιξη και γενετική ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,2.95,,https://www.protoporia.gr/atlas-ton-epistimon-ekseliksi-kai-genetiki-metaxeirismeno-2229606782983.html
Τ' αγαπημένα του Μιχάλη Γκανά: Ποιήματα και αφηγήματα άλλων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Ανθολογία,7.00,14.40,https://www.protoporia.gr/anthologia-t-agapimena-tou-mixali-gkana-poiimata-kai-afigimata-allon-metaxeirismeno-2229605667205.html
Από τη Γιουγκοσλαβία στα Δυτικά Βαλκάνια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χάιντεν, Ρόμπερτ",18.20,26.00,https://www.protoporia.gr/xainten-rompert-apo-ti-giougkoslavia-sta-dutika-valkania-metaxeirismeno-2226182301119.html
Ο ευτυχισμένος πρίγκιπας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γουάιλντ, Όσκαρ",3.00,8.00,https://www.protoporia.gr/gouailnt-oskar-o-eutuxismenos-prigkipas-metaxeirismeno-445895.html
Ο μικρός κύριος Φρίντεμαν. Σκύλος και αφέντης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μαν, Τόμας",8.00,13.24,https://www.protoporia.gr/man-tomas-o-mikros-kurios-frinteman.-skulos-kai-afentis-metaxeirismeno-364217.html
Το 1821 χωρίς δάφνες και στεφάνια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τσιμπιδάρος, Βάσος",7.00,15.00,https://www.protoporia.gr/tsimpidaros-vasos-to-1821-xoris-dafnes-kai-stefania-metaxeirismeno-575514.html
Οι περιπλανήσεις του Κάιν - Οι σκέψεις του διαβόλου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Coleridge, S. T.",6.50,12.78,https://www.protoporia.gr/coleridge-s.-t.-oi-periplaniseis-tou-kain-oi-skepseis-tou-diavolou-metaxeirismeno-595018.html
ΔΡ ΤΖΕΚΙΛ ΚΑΙ ΧΑΙΝΤ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Στήβενσον, Ρόμπερτ Λιούις",2.20,10.00,https://www.protoporia.gr/stivenson-rompert-liouis-dr-tzekil-kai-xaint-metaxeirismeno-596621.html
Τα κατορθώματα ενός νεαρού Δον Ζουάν ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Απολλιναίρ, Γκυγιώμ",12.00,,https://www.protoporia.gr/apollinair-gkugiom-ta-katorthomata-enos-nearou-don-zouan-metaxeirismeno-377544.html
Οικογενειακή ευτυχία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τολστόη, Λέων",4.00,5.00,https://www.protoporia.gr/tolstoi-leon-oikogeneiaki-eutuxia-metaxeirismeno-499887.html
Γλυκιά εκδίκηση ΑΕ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γιούνασον, Γιούνας",7.50,16.60,https://www.protoporia.gr/giounason-giounas-glukia-ekdikisi-ae-metaxeirismeno-602940.html
Τσόκλης - Tsoclis ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πετρόπουλος, Ηλίας",29.90,62.00,https://www.protoporia.gr/petropoulos-ilias-tsoklis-tsoclis-metaxeirismeno-604664.html
WIE KOMMT DAS SALZ INS MEER ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,2.00,10.00,https://www.protoporia.gr/wie-kommt-das-salz-ins-meer-metaxeirismeno-2220008518064.html
Τα απόκρυφα σε δράση ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,5.96,8.52,https://www.protoporia.gr/ta-apokrufa-se-drasi-metaxeirismeno-2229600306772.html
Οι δαιμονισμένοι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντοστογιέφσκι, Φιοντόρ",25.00,,https://www.protoporia.gr/ntostogiefski-fiontor-oi-daimonismenoi-metaxeirismeno-2229605183019.html
Νεραϊδοπαιχνίδια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.90,7.57,https://www.protoporia.gr/neraidopaixnidia-metaxeirismeno-2229606919631.html
Η αποκωδικοποίηση της μεγάλης πυραμίδας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,15.00,20.39,https://www.protoporia.gr/i-apokodikopoiisi-tis-megalis-puramidas-metaxeirismeno-2229603641122.html
ΘΑΛΑΣΣΙΝΑ ΕΙΔΥΛΛΙΑ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.00,,https://www.protoporia.gr/thalassina-eidullia-metaxeirismeno-2229605395771.html
Χάρτινα ποδήλατα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,4.50,5.33,https://www.protoporia.gr/xartina-podilata-metaxeirismeno-2229609968100.html
