Τίτλος,Συγγραφέας,Τιμή,Αρχική τιμή,url
Η ιστορία μιας γυναίκας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μακελντάουνι, Γιούτζιν",6.50,18.44,https://www.protoporia.gr/makelntaouni-gioutzin-i-istoria-mias-gunaikas-metaxeirismeno-458682.html
Στο κάτω κάτω της γραφής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βαλαωρίτης, Νάνος",7.00,10.00,https://www.protoporia.gr/valaoritis-nanos-sto-kato-kato-tis-grafis-metaxeirismeno-500155.html
Πικρό νερό ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βογιατζή-Χαραλάμπη, Ειρήνη",4.82,9.64,https://www.protoporia.gr/vogiatzi-xaralampi-eirini-pikro-nero-metaxeirismeno-409051.html
Κρέας από σταφύλι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σκαλίδη, Σταυρούλα",4.90,12.23,https://www.protoporia.gr/skalidi-stauroula-kreas-apo-stafuli-metaxeirismeno-349577.html
Καρδιά από πάγο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κούμσον, Ντόροθυ",6.00,12.00,https://www.protoporia.gr/koumson-ntorothu-kardia-apo-pago-metaxeirismeno-489474.html
Χωρίς ωράριο στα όνειρα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κοτοπούλη, Μαρία",2.73,10.65,https://www.protoporia.gr/kotopouli-maria-xoris-orario-sta-oneira-metaxeirismeno-432263.html
Γιατί η αγάπη ήταν η φταίχτρα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χατζούδη-Τούντα, Ελένη",2.50,5.00,https://www.protoporia.gr/xatzoudi-tounta-eleni-giati-i-agapi-itan-i-ftaixtra-metaxeirismeno-551441.html
Για δύο μωρά λυκάκια... ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πετκανοπούλου, Μαρία",5.50,11.00,https://www.protoporia.gr/petkanopoulou-maria-gia-duo-mora-lukakia...-metaxeirismeno-556639.html
Ο θησαυρός των Βαλκανίων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χουλιάρας, Γιώργος",8.00,,https://www.protoporia.gr/xouliaras-giorgos-o-thisauros-ton-valkanion-metaxeirismeno-565365.html
Πεκινουά ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κοέν, Τίμοθι",2.00,4.68,https://www.protoporia.gr/koen-timothi-pekinoua-metaxeirismeno-455799.html
Ω! Τι υπέροχη εκδρομή! ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μαραγκόπουλος, Άρης",9.45,18.90,https://www.protoporia.gr/maragkopoulos-aris-o-ti-uperoxi-ekdromi-metaxeirismeno-604144.html
Τηλεφωνήματα και ενοχές ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βαμβουνάκη, Μάρω",1.90,12.78,https://www.protoporia.gr/vamvounaki-maro-tilefonimata-kai-enoxes-metaxeirismeno-385519.html
Σύγχρονη μητέρα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αλεξίου, Δημοσθένης",8.00,23.45,https://www.protoporia.gr/aleksiou-dimosthenis-sugxroni-mitera-metaxeirismeno-456281.html
Το σπίτι και ο κόσμος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ταγκόρ, Ραμπιντρανάτ",5.00,,https://www.protoporia.gr/tagkor-rampintranat-to-spiti-kai-o-kosmos-metaxeirismeno-560453.html
Οι Ολυμπιακοί αγώνες στην αρχαία Ελλάδα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Νικολαϊδου, Ελένη",2.90,9.70,https://www.protoporia.gr/nikolaidou-eleni-oi-olumpiakoi-agones-stin-arxaia-ellada-metaxeirismeno-562236.html
Τα φαντάσματα (Δεμένο) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αϊρα, Σεσάρ",18.00,,https://www.protoporia.gr/aira-sesar-ta-fantasmata-demeno-metaxeirismeno-564280.html
Παυλίνα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αρντίτι, Μετίν",4.30,15.28,https://www.protoporia.gr/arntiti-metin-paulina-metaxeirismeno-364072.html
Οι μαυρόλυκοι Ι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πετσάλης-Διομήδης, Θανάσης",13.00,14.27,https://www.protoporia.gr/petsalis-diomidis-thanasis-oi-maurolukoi-i-metaxeirismeno-372596.html
Με ενα γκαζάκι  ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.00,,https://www.protoporia.gr/me-ena-gkazaki-metaxeirismeno-423244.html
Αυτή η γλυκιά αρρώστια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χάισμιθ, Πατρίτσια",4.00,5.09,https://www.protoporia.gr/xaismith-patritsia-auti-i-glukia-arrostia-metaxeirismeno-383418.html
ΑΝΤΡΑΣ ΠΑΙΡΝΕΙΣ ΕΝΑ ΧΑΠΙ ΚΑΙ ΣΟΥ ΠΕΡΝΑΕΙ-ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καρασάββα, Λένα",10.00,,https://www.protoporia.gr/karasavva-lena-antras-pairneis-ena-xapi-kai-sou-pernaei-metaxeirismeno-384943.html
NTEMIAN ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,1.00,,https://www.protoporia.gr/ntemian-metaxeirismeno-445495.html
Γλυκόξινο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μο, Τίμοθι",4.00,10.65,https://www.protoporia.gr/mo-timo8i-glyko3ino-metaxeirismeno-2221602100730.html
Ξεκαθάρισμα λογαριασμών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Dery, Tibor",12.00,,https://www.protoporia.gr/dery-tibor-ksekatharisma-logariasmon-metaxeirismeno-499398.html
Μετά το τέλος Δίψα Βιβλίο 3 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Pike, Christopher",2.90,7.00,https://www.protoporia.gr/pike-christopher-meta-to-telos-dipsa-vivlio-3-metaxeirismeno-523381.html
Η αδελφότητα των ιπτάμενων μοναχών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αρντίτι, Μετίν",5.20,12.80,https://www.protoporia.gr/arntiti-metin-i-adelfotita-ton-iptamenon-monaxon-metaxeirismeno-431405.html
Πέρα από τις ισχνές αγελάδες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μώρος-Κυπαρίσσης,  Μάριος",4.50,10.00,https://www.protoporia.gr/moros-kuparissis-marios-pera-apo-tis-isxnes-agelades-metaxeirismeno-547126.html
Οι διακοπές ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σεγκύρ, Κόμησσα ντε",2.00,7.16,https://www.protoporia.gr/segkur-komissa-nte-oi-diakopes-metaxeirismeno-370375.html
Στα πρόσω ιαχής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κακναβάτος, Έκτωρ",4.40,8.78,https://www.protoporia.gr/kaknavatos-ektor-sta-proso-iaxis-metaxeirismeno-551615.html
Μια Κυριακή με τον Βελάσκεθ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Rodari, Florian",5.90,15.28,https://www.protoporia.gr/rodari-florian-mia-kuriaki-me-ton-velasketh-metaxeirismeno-472205.html
Το φαινόμενο του θερμοκηπίου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Gordon, Gambria",7.25,14.50,https://www.protoporia.gr/david-laurie-to-fainomeno-tou-thermokipiou-metaxeirismeno-573893.html
Η οχιά ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βέρντον, Τζον",13.16,18.80,https://www.protoporia.gr/vernton-tzon-i-oxia-metaxeirismeno-2226182206520.html
Σαν να σε ξέρω χρόνια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Περινού, Ελένη",2.90,13.24,https://www.protoporia.gr/perinou-eleni-san-na-se-ksero-xronia-metaxeirismeno-358019.html
Γυναίκα στις δύο και μισή ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γούτας, Παναγιώτης",6.00,12.00,https://www.protoporia.gr/goutas-panagiotis-gunaika-stis-duo-kai-misi-metaxeirismeno-364257.html
Ζητείται ελπίς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σαμαράκης, Αντώνης",4.20,8.52,https://www.protoporia.gr/samarakis-antonis-ziteitai-elpis-metaxeirismeno-372396.html
Ένα χαμένο προφίλ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σαγκάν, Φρανσουάζ",3.00,7.45,https://www.protoporia.gr/sagkan-fransouaz-ena-xameno-profil-metaxeirismeno-402042.html
Παρεμβάσεις ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τσόμσκι, Νόαμ",7.00,15.28,https://www.protoporia.gr/tsomski-noam-paremvaseis-metaxeirismeno-434013.html
Γυμνή όπως γεννήθηκα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Naslund, Sena Jeter",11.00,16.00,https://www.protoporia.gr/naslund-sena-jeter-gumni-opos-gennithika-metaxeirismeno-500407.html
Η αρχαία φιλοσοφία μετά τον Αριστοτέλη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ράσελ, Μπέρτραντ",3.50,12.72,https://www.protoporia.gr/rasel-mpertrant-i-arxaia-filosofia-meta-ton-aristoteli-metaxeirismeno-529971.html
Αθώο αίμα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Masterton, Graham",11.90,17.95,https://www.protoporia.gr/masterton-graham-athoo-aima-metaxeirismeno-374568.html
Ο άγιος και το τελώνιο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Σακί,6.00,7.50,https://www.protoporia.gr/saki-o-agios-kai-to-telonio-metaxeirismeno-573556.html
Απρόσμενη τύχη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μουρ, Στηβ",5.20,10.65,https://www.protoporia.gr/mour-stiv-aprosmeni-tuxi-metaxeirismeno-433775.html
Συγκριτική παιδαγωγική ΙΙΙ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Συλλογικό,14.00,28.00,https://www.protoporia.gr/sullogiko-sugkritiki-paidagogiki-iii-metaxeirismeno-519975.html
Στα βαθιά χρόνια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ζούβ, Πιερ Ζαν",6.00,,https://www.protoporia.gr/zouv-pier-zan-sta-vathia-xronia-metaxeirismeno-523364.html
Το χρυσάφι των τίγρεων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπόρχες, Χόρχε Λουίς",7.00,,https://www.protoporia.gr/mporxes-xorxe-louis-to-xrusafi-ton-tigreon-metaxeirismeno-352266.html
Προαιρετική στάση ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πατρίκιος, Τίτος",3.00,5.00,https://www.protoporia.gr/patrikios-titos-proairetiki-stasi-metaxeirismeno-356554.html
Η ζωή είναι μυθιστόρημα μωρό μου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ρεμούνδος, Γιάννης",7.60,9.57,https://www.protoporia.gr/remoundos-giannis-i-zoi-einai-muthistorima-moro-mou-metaxeirismeno-557275.html
Ωραίες εταίρες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Συλλογικό,5.80,10.00,https://www.protoporia.gr/sullogiko-oraies-etaires-metaxeirismeno-559242.html
Ο χορός της μεσαίας τάξης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τοπάλη, Μαρία",2.90,8.80,https://www.protoporia.gr/topali-maria-o-xoros-tis-mesaias-taksis-metaxeirismeno-559592.html
Τα μύχια της ψυχής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γεωργαντά, Έμμυ",2.90,10.05,https://www.protoporia.gr/georganta-emmu-ta-muxia-tis-psuxis-metaxeirismeno-373076.html
Elvis by the Presleys ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,12.80,19.20,https://www.protoporia.gr/elvis-by-the-presleys-metaxeirismeno-563386.html
Heartside bay 3 - Το τραγούδι του έρωτα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κόουλ, Κάθι",3.50,9.90,https://www.protoporia.gr/kooul-kathi-heartside-bay-3-to-tragoudi-tou-erota-metaxeirismeno-566007.html
Οι δράκοι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λαμπρίδης, Σπύρος",5.50,20.39,https://www.protoporia.gr/lampridis-spuros-oi-drakoi-metaxeirismeno-361601.html
Η καταπιεστική οικογένεια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χενς, Ντήτριχ",8.55,9.50,https://www.protoporia.gr/xens-ntitrix-i-katapiestiki-oikogeneia-metaxeirismeno-491014.html
Ερωτική τριλογία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φέρστιν, Χάρβεϋ",7.50,,https://www.protoporia.gr/ferstin-xarveu-erotiki-trilogia-metaxeirismeno-546273.html
Κάτω από τη γη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τζάκσον, Μικ",5.50,10.00,https://www.protoporia.gr/tzakson-mik-kato-apo-ti-gi-metaxeirismeno-420192.html
Στρατηγικές ανάγνωσης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βαζάκα, Μάρθα",6.52,16.31,https://www.protoporia.gr/vazaka-martha-stratigikes-anagnosis-metaxeirismeno-547452.html
Ιστορία της πολιορκίας της Λισαβόνας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σαραμάγκου, Ζοζέ",8.00,14.91,https://www.protoporia.gr/saramagkou-zoze-istoria-tis-poliorkias-tis-lisavonas-metaxeirismeno-556055.html
Μάρλον Μπράντο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Δημητρίου, Αρης",2.50,3.18,https://www.protoporia.gr/dimitriou-aris-marlon-mpranto-metaxeirismeno-561633.html
Του έρωτα και της αμαρτίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αλτάν, Αχμέτ",8.50,20.49,https://www.protoporia.gr/altan-axmet-tou-erota-kai-tis-amartias-metaxeirismeno-567551.html
Εξωγήινοι 2001 το απόλυτο βιβλίο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γουίλσον, Κόλιν",8.95,17.90,https://www.protoporia.gr/gouilson-kolin-eksogiinoi-2001-to-apoluto-vivlio-metaxeirismeno-357727.html
Ρίγος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Stiefvater, Maggie",7.20,17.20,https://www.protoporia.gr/stiefvater-maggie-rigos-metaxeirismeno-378984.html
Ο άγνωστος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"MacDonald, Patricia",2.50,,https://www.protoporia.gr/macdonald-patricia-o-agnostos-metaxeirismeno-359845.html
Γενηθήτω το Θέλημα μου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σβάρτσε, Μπερντ",8.45,16.90,https://www.protoporia.gr/svartse-mpernt-genithito-to-thelima-mou-metaxeirismeno-588825.html
Ο κάβος του Αγίου Αγγέλου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σαραντίτη, Ελένη",12.00,,https://www.protoporia.gr/sarantith-elenh-o-kabos-toy-agioy-aggeloy-metaxeirismeno-2225600325560.html
Θεοί από στάχτη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τραυλού, Πασχαλία",5.70,15.50,https://www.protoporia.gr/traulou-pasxalia-theoi-apo-staxti-metaxeirismeno-474469.html
Ούτε έρωτας υπάρχει ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ασένα, Ντουιγκού",12.00,,https://www.protoporia.gr/asena-ntoyigkoy-oyte-erwtas-yparxei-metaxeirismeno-2225607213600.html
Η αστυνομικίνα είχε άγγελο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σταθοπούλου, Ρέα",2.50,16.00,https://www.protoporia.gr/stathopoulou-rea-i-astunomikina-eixe-aggelo-metaxeirismeno-552091.html
Η ιδιοφυής στρατηγική του Μεγάλου Αλεξάνδρου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Fuller, J.F.C.",14.00,30.00,https://www.protoporia.gr/fuller-j.f.c.-i-idiofuis-stratigiki-tou-megalou-aleksandrou-metaxeirismeno-422230.html
Κομμένα κεφάλια (Δεμένο) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γκουτιέρεθ, Πάμπλο",14.00,,https://www.protoporia.gr/gkoutiereth-pamplo-kommena-kefalia-demeno-metaxeirismeno-564282.html
Η μυστική διαθήκη της Πηνελόπης Γκαβογιάννη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μαρούδας, Γιάννης",2.90,20.00,https://www.protoporia.gr/maroudas-giannis-i-mustiki-diathiki-tis-pinelopis-gkavogianni-metaxeirismeno-401164.html
Κοσμογραφήματα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γραμματικάκης, Γιώργος",6.00,15.02,https://www.protoporia.gr/grammatikakis-giorgos-kosmografimata-metaxeirismeno-411917.html
Παραμύθι χωρίς όνομα  -ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Δέλτα, Πηνελόπη",3.00,10.00,https://www.protoporia.gr/delta-pinelopi-paramuthi-xoris-onoma-metaxeirismeno-437609.html
Ο άνεμος της φωτιάς ΙΙΙ. Το Τραγούδι της φωτιάς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Nicholson, William",8.90,15.28,https://www.protoporia.gr/nicholson-william-o-anemos-tis-fotias-iii.-to-tragoudi-tis-fotias-metaxeirismeno-491617.html
Ο Μαύρος πύργος Ι - Ο τελευταίος πιστολέρο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κινγκ, Στέφεν",11.00,15.00,https://www.protoporia.gr/kingk-stefen-o-mauros-purgos-i-o-teleutaios-pistolero-metaxeirismeno-357862.html
Φιλαδέλφεια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντέηβις, Κρίστοφερ",7.00,,https://www.protoporia.gr/ntehbis-kristofer-filadelfeia-metaxeirismeno-2225602370865.html
Δακρυσμένο φεγγάρι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Saillo, Quarda",14.20,17.83,https://www.protoporia.gr/saillo-quarda-dakrusmeno-feggari-metaxeirismeno-358465.html
Προϊστορικές κοινωνίες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Clark, Graham",12.00,20.00,https://www.protoporia.gr/clark-graham-proistorikes-koinonies-metaxeirismeno-508689.html
Εκείνοι οι δύο και άλλοι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κόστα, Κότσο",9.00,15.00,https://www.protoporia.gr/kosta-kotso-ekeinoi-oi-duo-kai-alloi-metaxeirismeno-517732.html
Ριφιφί στο μουσείο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπόγρης, Γεράσιμος",5.00,9.90,https://www.protoporia.gr/mpogris-gerasimos-rififi-sto-mouseio-metaxeirismeno-521875.html
Άνδρας πρότυπο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Δουλκέρη, Τέσσα",5.30,10.60,https://www.protoporia.gr/doulkeri-tessa-andras-protupo-metaxeirismeno-532720.html
Οι κόρες της Αφροδίτης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πιτένης, Μιχάλης Ζ.",9.79,16.31,https://www.protoporia.gr/pitenis-mixalis-z.-oi-kores-tis-afroditis-metaxeirismeno-367728.html
Φάκελος Ζόργκε ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σεκλειζιώτης, Λάμπρος",15.00,,https://www.protoporia.gr/sekleiziotis-lampros-fakelos-zorgke-metaxeirismeno-544668.html
Λάθος συμπεράσματα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μαρουδή, Μάρη",6.80,13.83,https://www.protoporia.gr/maroudi-mari-lathos-sumperasmata-metaxeirismeno-551494.html
Ο περίπατος της καρδιάς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντραγκό, Φερνάντο Σάντσεθ",2.90,6.00,https://www.protoporia.gr/ntragko-fernanto-santseth-o-peripatos-tis-kardias-metaxeirismeno-552100.html
Πατρινέλλα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καρέλα, Μαρία",4.90,14.34,https://www.protoporia.gr/karela-maria-patrinella-metaxeirismeno-374802.html
Μουσική στον κινηματογράφο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φλέσσας, Γιάννης",16.10,19.09,https://www.protoporia.gr/flessas-giannis-mousiki-ston-kinimatografo-metaxeirismeno-564859.html
Η καθημερινή ζωή στην αρχαία Ελλάδα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"ΟΖΕΡΕΤΣΚΑΪΑ, Ε.",7.00,30.97,https://www.protoporia.gr/kolompova-m.-i-kathimerini-zoi-stin-arxaia-ellada-metaxeirismeno-355324.html
Ύφασμα και χώρος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κλίφτον-Μογκ, Καρολάιν",14.90,63.19,https://www.protoporia.gr/klifton-mogk-karolain-ufasma-kai-xoros-metaxeirismeno-576836.html
Η καρδιά της χώρας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γουέλντον, Φαίη",5.00,,https://www.protoporia.gr/gouelnton-faii-i-kardia-tis-xoras-metaxeirismeno-416514.html
Η εξαφάνιση ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ψαραύτη, Λίτσα Σ.",2.93,7.33,https://www.protoporia.gr/psarauti-litsa-s.-i-eksafanisi-metaxeirismeno-361920.html
Βυζαντινή περίπολος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φακίνος, Μιχάλης",2.80,11.72,https://www.protoporia.gr/fakinos-mixalis-vuzantini-peripolos-metaxeirismeno-398661.html
Το παιχνίδι των θεών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κλεμάν, Κατρίν",5.80,17.70,https://www.protoporia.gr/kleman-katrin-to-paixnidi-ton-theon-metaxeirismeno-359996.html
Καρδιές ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κελεμενδρή, Έλλη",2.90,11.84,https://www.protoporia.gr/kelemendri-elli-kardies-metaxeirismeno-551009.html
Περιγέλωτος Βασίλειον ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λούβη, Λίνα",5.20,25.98,https://www.protoporia.gr/louvi-lina-perigelotos-vasileion-metaxeirismeno-562678.html
Δοκίμιο για την ποίηση 1943 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Δημαράς, Κωνσταντίνος Θ.",3.90,14.90,https://www.protoporia.gr/dimaras-konstantinos-th.-dokimio-gia-tin-poiisi-1943-metaxeirismeno-581703.html
Μαργαρίτα Στέφα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ξενόπουλος, Γρηγόριος",5.00,10.00,https://www.protoporia.gr/ksenopoulos-grigorios-margarita-stefa-metaxeirismeno-377243.html
Η πρόκληση να είμαστε γονείς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντράικωρς, Ρούντολφ",6.00,23.50,https://www.protoporia.gr/ntraikors-rountolf-i-proklisi-na-eimaste-goneis-metaxeirismeno-373441.html
Φλω και Τιμολέων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αυτζής, Μερκούριος",5.90,11.10,https://www.protoporia.gr/autzis-merkourios-flo-kai-timoleon-metaxeirismeno-556343.html
Τα γεγονότα του 1918 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μέρι, Βέιγιο",5.90,7.00,https://www.protoporia.gr/meri-veigio-ta-gegonota-tou-1918-metaxeirismeno-556868.html
Για την καρδιά ενός αγγέλου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κορινθίου-Χατζηρήγα, Αναστασία",1.90,16.31,https://www.protoporia.gr/korinthiou-xatziriga-anastasia-gia-tin-kardia-enos-aggelou-metaxeirismeno-378505.html
Ο κυνηγός των ψυχών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ναμπούρ, Ερίκ λε",8.00,,https://www.protoporia.gr/nampoyr-erik-le-o-kynhgos-twn-psyxwn-metaxeirismeno-2225607458551.html
Ιστορικό και μουσικό λεύκωμα της «ΚΑΘΗΜΕΡΙΝΗΣ» 1963 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Λεύκωμα,3.00,9.00,https://www.protoporia.gr/leukoma-istoriko-kai-mousiko-leukoma-tis-kathimerinis-1963-metaxeirismeno-475858.html
Χρόνια βαριά σαν πούπουλα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαλέξη, Χαρά",5.45,10.90,https://www.protoporia.gr/papaleksi-xara-xronia-varia-san-poupoula-metaxeirismeno-406158.html
Δύο καλοκαίρια στονειροδρόμιο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καρέλα, Μαρία",5.00,10.00,https://www.protoporia.gr/karela-maria-duo-kalokairia-stoneirodromio-metaxeirismeno-533894.html
ΤΕΡΜΑ ΤΟ ΚΑΠΝΙΣΜΑ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.00,8.00,https://www.protoporia.gr/terma-to-kapnisma-metaxeirismeno-434493.html
Ψηφιακή σχεδίαση ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Wakerly, John",35.50,71.00,https://www.protoporia.gr/wakerly-john-psifiaki-sxediasi-metaxeirismeno-549522.html
Γυναικείοι σύλλογοι στην Κωνσταντινούπολη 1861-1922 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ιστικοπούλου, Λήδα",4.45,12.23,https://www.protoporia.gr/istikopoulou-lida-gunaikeioi-sullogoi-stin-konstantinoupoli-1861-1922-metaxeirismeno-550813.html
Προχωρώντας στο χρόνο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καράγιωργα, Ολυμπία",4.90,12.50,https://www.protoporia.gr/karagiorga-olumpia-proxorontas-sto-xrono-metaxeirismeno-551236.html
Στην εποχή της περιπλάνησης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καλφόπουλος, Κώστας Θ.",8.00,17.04,https://www.protoporia.gr/kalfopoulos-kostas-th.-stin-epoxi-tis-periplanisis-metaxeirismeno-551406.html
Η άχρονη χώρα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βρανάς, Ρούσσος",7.00,18.00,https://www.protoporia.gr/vranas-roussos-i-axroni-xora-metaxeirismeno-552745.html
Ημερολόγιο 2007 - Το γέλιο της χρονιάς μας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,2.90,,https://www.protoporia.gr/-hmerologio-2007-to-gelio-ths-xronias-mas-metaxeirismeno-2229608832938.html
Το σκουληκοσύννεφο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σούκουλης, Δημήτρης",5.00,10.00,https://www.protoporia.gr/soukoulis-dimitris-to-skoulikosunnefo-metaxeirismeno-553161.html
Φταίνε τα τραγούδια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Θεολόγου, Δημήτρης",5.32,10.65,https://www.protoporia.gr/theologou-dimitris-ftaine-ta-tragoudia-metaxeirismeno-558728.html
Τα προβλήματα της εργασίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χάμπαρντ, Ρον",10.00,17.00,https://www.protoporia.gr/xamparnt-ron-ta-provlimata-tis-ergasias-metaxeirismeno-455577.html
